Level,Date and Time,Source,Event ID,Task Category
Information,04/01/2025 11:35:43,Microsoft-Windows-Sysmon,13,Registry value set (rule: RegistryEvent),"Registry value set:
RuleName: technique_id=T1053,technique_name=Scheduled Task
EventType: SetValue
UtcTime: 2025-01-04 11:35:43.985
ProcessGuid: {cc4d60af-cee0-6759-2800-000000000900}
ProcessId: 1748
Image: C:\Windows\system32\svchost.exe
TargetObject: HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tree\Microsoft\Windows\InstallService\SmartRetry\Index
Details: DWORD (0x00000001)
User: NT AUTHORITY\SYSTEM"
Information,04/01/2025 11:35:43,Microsoft-Windows-Sysmon,7,Image loaded (rule: ImageLoad),"Image loaded:
RuleName: technique_id=T1053,technique_name=Scheduled Task
UtcTime: 2025-01-04 11:35:43.970
ProcessGuid: {cc4d60af-d04a-6759-fb00-000000000900}
ProcessId: 1048
Image: C:\Windows\System32\svchost.exe
ImageLoaded: C:\Windows\System32\taskschd.dll
FileVersion: 10.0.19041.3636 (WinBuild.160101.0800)
Description: Task Scheduler COM API
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: taskschd.dll
Hashes: SHA1=633C92F5A5000CDE3235C7FDC306B2B04C501C48,MD5=84F942C1A4BD60C94EBEC6643E0216C9,SHA256=BBE733452E6CE871D5D2064948847AAB2A71F7FEDA2C962BA4002F64E2D198F2,IMPHASH=B7A4477FA36E2E5287EE76AC4AFCB05B
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid
User: NT AUTHORITY\SYSTEM"
Information,04/01/2025 11:35:43,Microsoft-Windows-Sysmon,7,Image loaded (rule: ImageLoad),"Image loaded:
RuleName: technique_id=T1047,technique_name=Windows Management Instrumentation
UtcTime: 2025-01-04 11:35:43.954
ProcessGuid: {cc4d60af-1d0f-6779-e747-000000000900}
ProcessId: 9092
Image: C:\Windows\System32\wbem\WmiPrvSE.exe
ImageLoaded: C:\Windows\System32\wbem\wmiutils.dll
FileVersion: 10.0.19041.4474 (WinBuild.160101.0800)
Description: WMI
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: wmiutils.dll
Hashes: SHA1=B0A2BB829A84EBD3AE771C7827DFB18A769CFA4F,MD5=772DC322542BA8EB2FDF4242C54DDECA,SHA256=460C31B0EAB2954B5FB3B2E30BA47C1A0BC5EA972108FF4B42D3BB5A5A42E3F5,IMPHASH=0D31E6D27B954AD879CB4DF742982F1A
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid
User: NT AUTHORITY\NETWORK SERVICE"
Information,04/01/2025 11:35:43,Microsoft-Windows-Sysmon,7,Image loaded (rule: ImageLoad),"Image loaded:
RuleName: technique_id=T1574.002,technique_name=DLL Side-Loading
UtcTime: 2025-01-04 11:35:43.813
ProcessGuid: {cc4d60af-1d0f-6779-e247-000000000900}
ProcessId: 10016
Image: C:\Windows\System32\svchost.exe
ImageLoaded: C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24090.11-0\MpOAV.dll
FileVersion: 4.18.24090.11 (26d75470953920f90fd0438874501e9d9a31e621)
Description: IOfficeAntiVirus Module
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: MpOAV.dll
Hashes: SHA1=F2D73FFE3A240FF5F0B30FFE05EB72E52A28B912,MD5=53F017C0946F9B96A1C1A2E63BCB8CEC,SHA256=45D3B9A1B0D0FB10CEBFC970F4FDC822516AF88BBE0D310E00441432F191B0CB,IMPHASH=28D3DE166C9E9C46DC0EA2089E2AC74E
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid
User: NT AUTHORITY\SYSTEM"
Information,04/01/2025 11:35:43,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
RuleName: technique_id=T1047,technique_name=Windows Management Instrumentation
UtcTime: 2025-01-04 11:35:43.838
ProcessGuid: {cc4d60af-1d0f-6779-e747-000000000900}
ProcessId: 9092
Image: C:\Windows\System32\wbem\WmiPrvSE.exe
FileVersion: 10.0.19041.3636 (WinBuild.160101.0800)
Description: WMI Provider Host
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: Wmiprvse.exe
CommandLine: C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\NETWORK SERVICE
LogonGuid: {cc4d60af-cedf-6759-e403-000000000000}
LogonId: 0x3E4
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA1=7F530281C5BA86B81AE4230DAB1617CB55260D9E,MD5=8BB61C2B1E34FF3C778CF150BDF08238,SHA256=8BBDEAD7357AF7BF0EFE397F9FD7E0EC578755EB8BDBAA65AE4F28EF00087AD5,IMPHASH=B71CB3AC5C352BEC857C940CBC95F0F3
ParentProcessGuid: {cc4d60af-cede-6759-0d00-000000000900}
ParentProcessId: 908
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k DcomLaunch -p
ParentUser: NT AUTHORITY\SYSTEM"
Information,04/01/2025 11:35:43,Microsoft-Windows-Sysmon,7,Image loaded (rule: ImageLoad),"Image loaded:
RuleName: technique_id=T1059.001,technique_name=PowerShell
UtcTime: 2025-01-04 11:35:43.798
ProcessGuid: {cc4d60af-1d0f-6779-e247-000000000900}
ProcessId: 10016
Image: C:\Windows\System32\svchost.exe
ImageLoaded: C:\Windows\System32\amsi.dll
FileVersion: 10.0.19041.4355 (WinBuild.160101.0800)
Description: Anti-Malware Scan Interface
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: amsi.dll
Hashes: SHA1=347368018E1DAAF4F52C9A4119526313A82ECEEC,MD5=4933108BD5B3219F74AD807DFE8835AD,SHA256=66F7A134F6A4D9FE63DD7D6FF88DDED5796E4D5C7E33BA606DFF4D87D9258C0D,IMPHASH=C414C6B76EBCEEF67B5B752A7E51D4D2
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid
User: NT AUTHORITY\SYSTEM"
Information,04/01/2025 11:35:43,Microsoft-Windows-Sysmon,7,Image loaded (rule: ImageLoad),"Image loaded:
RuleName: technique_id=T1053,technique_name=Scheduled Task
UtcTime: 2025-01-04 11:35:43.548
ProcessGuid: {cc4d60af-1d0f-6779-e347-000000000900}
ProcessId: 4072
Image: C:\Windows\System32\taskhostw.exe
ImageLoaded: C:\Windows\System32\taskschd.dll
FileVersion: 10.0.19041.3636 (WinBuild.160101.0800)
Description: Task Scheduler COM API
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: taskschd.dll
Hashes: SHA1=633C92F5A5000CDE3235C7FDC306B2B04C501C48,MD5=84F942C1A4BD60C94EBEC6643E0216C9,SHA256=BBE733452E6CE871D5D2064948847AAB2A71F7FEDA2C962BA4002F64E2D198F2,IMPHASH=B7A4477FA36E2E5287EE76AC4AFCB05B
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid
User: NT AUTHORITY\SYSTEM"
Information,04/01/2025 11:35:43,Microsoft-Windows-Sysmon,11,File created (rule: FileCreate),"File created:
RuleName: technique_id=T1574.010,technique_name=Services File Permissions Weakness
UtcTime: 2025-01-04 11:35:43.501
ProcessGuid: {cc4d60af-1d0f-6779-e247-000000000900}
ProcessId: 10016
Image: C:\Windows\system32\svchost.exe
TargetFilename: C:\Windows\WindowsUpdate.log
CreationUtcTime: 2024-10-04 16:08:01.929
User: NT AUTHORITY\SYSTEM"
Information,04/01/2025 11:35:43,Microsoft-Windows-Sysmon,11,File created (rule: FileCreate),"File created:
RuleName: technique_id=T1574.010,technique_name=Services File Permissions Weakness
UtcTime: 2025-01-04 11:35:43.439
ProcessGuid: {cc4d60af-1d0f-6779-e247-000000000900}
ProcessId: 10016
Image: C:\Windows\system32\svchost.exe
TargetFilename: C:\Windows\Logs\WindowsUpdate\WindowsUpdate.20250104.113543.439.1.etl
CreationUtcTime: 2025-01-04 11:35:43.439
User: NT AUTHORITY\SYSTEM"
Information,04/01/2025 11:31:00,Microsoft-Windows-Sysmon,22,Dns query (rule: DnsQuery),"Dns query:
RuleName: -
UtcTime: 2025-01-04 11:30:14.010
ProcessGuid: {cc4d60af-137e-6779-0747-000000000900}
ProcessId: 9764
QueryName: default.exp-tas.com
QueryStatus: 0
QueryResults: type:  5 deault-exp-tas-com.e-0014.e-msedge.net;type:  5 e-0014.e-msedge.net;::ffff:13.107.5.93;
Image: C:\Program Files\WindowsApps\Microsoft.YourPhone_1.24112.110.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe
User: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:30:56,Microsoft-Windows-Sysmon,7,Image loaded (rule: ImageLoad),"Image loaded:
RuleName: technique_id=T1055,technique_name=Process Injection
UtcTime: 2025-01-04 11:30:55.970
ProcessGuid: {cc4d60af-1bef-6779-df47-000000000900}
ProcessId: 3056
Image: C:\Windows\System32\backgroundTaskHost.exe
ImageLoaded: C:\Program Files\WindowsApps\Microsoft.YourPhone_1.24112.110.0_x64__8wekyb3d8bbwe\clrjit.dll
FileVersion: 9,0,24,52809 @Commit: 9d5a6a9aa463d6d10b0b0ba6d5982cc82f363dc3
Description: .NET Runtime Just-In-Time Compiler
Product: Microsoft® .NET
Company: Microsoft Corporation
OriginalFileName: clrjit.dll
Hashes: SHA1=221A1396E4CD2D7F98574D505FB7051305600C91,MD5=0CEBF249FF1AA90C7879A8B053A1F2C3,SHA256=FD1A7C2382D7E9184C8ECCECD3B40222875303EC23C7555CC4BFBA869602862F,IMPHASH=349F2D30C6D49A7393434F1442C7B5E6
Signed: true
Signature: .NET
SignatureStatus: Valid
User: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:30:55,Microsoft-Windows-Sysmon,13,Registry value set (rule: RegistryEvent),"Registry value set:
RuleName: -
EventType: SetValue
UtcTime: 2025-01-04 11:30:55.345
ProcessGuid: {cc4d60af-1bef-6779-e047-000000000900}
ProcessId: 1672
Image: C:\Windows\System32\svchost.exe
TargetObject: HKLM\System\CurrentControlSet\Services\ClipSVC\Parameters\ProcessBiosKey
Details: DWORD (0x00000001)
User: NT AUTHORITY\SYSTEM"
Information,04/01/2025 11:27:58,Microsoft-Windows-Sysmon,22,Dns query (rule: DnsQuery),"Dns query:
RuleName: -
UtcTime: 2025-01-04 11:27:12.123
ProcessGuid: {cc4d60af-1b3b-6779-db47-000000000900}
ProcessId: 880
QueryName: www.bing.com
QueryStatus: 0
QueryResults: type:  5 www-www.bing.com.trafficmanager.net;type:  5 www.bing.com.edgekey.net;type:  5 e86303.dscx.akamaiedge.net;::ffff:2.20.187.67;::ffff:2.20.187.81;::ffff:2.20.187.88;::ffff:2.20.187.75;::ffff:2.20.187.97;::ffff:2.20.187.74;::ffff:2.20.187.65;::ffff:2.20.187.80;::ffff:2.20.187.73;
Image: C:\Windows\system32\backgroundTaskHost.exe
User: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:27:56,Microsoft-Windows-Sysmon,7,Image loaded (rule: ImageLoad),"Image loaded:
RuleName: -
UtcTime: 2025-01-04 11:27:56.329
ProcessGuid: {cc4d60af-1b3b-6779-db47-000000000900}
ProcessId: 880
Image: C:\Windows\System32\backgroundTaskHost.exe
ImageLoaded: C:\Windows\System32\urlmon.dll
FileVersion: 11.00.19041.5072 (WinBuild.160101.0800)
Description: OLE32 Extensions for Win32
Product: Internet Explorer
Company: Microsoft Corporation
OriginalFileName: UrlMon.dll
Hashes: SHA1=1DB1F9F5C4E4A65FF74E1BA55027C756E01BC7E8,MD5=1B26A1939226185340ABCF4F112D52C5,SHA256=B5AC75AE86CAC11FE4063B271273B5E695824E2324A54C7E9A77BDE7BB6C6A88,IMPHASH=22019FF0DD6B140CC5C75C9E26641C22
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid
User: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:27:55,Microsoft-Windows-Sysmon,13,Registry value set (rule: RegistryEvent),"Registry value set:
RuleName: -
EventType: SetValue
UtcTime: 2025-01-04 11:27:55.329
ProcessGuid: {cc4d60af-cede-6759-0d00-000000000900}
ProcessId: 908
Image: C:\Windows\system32\svchost.exe
TargetObject: HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2271799426-3438397038-4151184888-1001\Microsoft.Windows.Search_cw5n1h2txyewy
Details: Binary Data
User: NT AUTHORITY\SYSTEM"
Information,04/01/2025 11:27:07,Microsoft-Windows-Sysmon,22,Dns query (rule: DnsQuery),"Dns query:
RuleName: -
UtcTime: 2025-01-04 11:26:20.688
ProcessGuid: {cc4d60af-cee3-6759-4000-000000000900}
ProcessId: 3028
QueryName: v10.events.data.microsoft.com
QueryStatus: 0
QueryResults: type:  5 win-global-asimov-leafs-events-data.trafficmanager.net;type:  5 onedscolprdcus19.centralus.cloudapp.azure.com;::ffff:52.182.143.214;
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\SYSTEM"
Information,04/01/2025 11:25:11,Microsoft-Windows-Sysmon,7,Image loaded (rule: ImageLoad),"Image loaded:
RuleName: technique_id=T1053,technique_name=Scheduled Task
UtcTime: 2025-01-04 11:25:11.079
ProcessGuid: {cc4d60af-1a96-6779-d947-000000000900}
ProcessId: 8472
Image: C:\Windows\System32\taskhostw.exe
ImageLoaded: C:\Windows\System32\taskschd.dll
FileVersion: 10.0.19041.3636 (WinBuild.160101.0800)
Description: Task Scheduler COM API
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: taskschd.dll
Hashes: SHA1=633C92F5A5000CDE3235C7FDC306B2B04C501C48,MD5=84F942C1A4BD60C94EBEC6643E0216C9,SHA256=BBE733452E6CE871D5D2064948847AAB2A71F7FEDA2C962BA4002F64E2D198F2,IMPHASH=B7A4477FA36E2E5287EE76AC4AFCB05B
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid
User: NT AUTHORITY\SYSTEM"
Information,04/01/2025 11:24:37,Microsoft-Windows-Sysmon,13,Registry value set (rule: RegistryEvent),"Registry value set:
RuleName: technique_id=T1053,technique_name=Scheduled Task
EventType: SetValue
UtcTime: 2025-01-04 11:24:37.298
ProcessGuid: {cc4d60af-cee0-6759-2800-000000000900}
ProcessId: 1748
Image: C:\Windows\system32\svchost.exe
TargetObject: HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tree\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTask\Index
Details: DWORD (0x00000003)
User: NT AUTHORITY\SYSTEM"
Information,04/01/2025 11:24:37,Microsoft-Windows-Sysmon,7,Image loaded (rule: ImageLoad),"Image loaded:
RuleName: technique_id=T1053,technique_name=Scheduled Task
UtcTime: 2025-01-04 11:24:37.282
ProcessGuid: {cc4d60af-1a56-6779-d847-000000000900}
ProcessId: 5188
Image: C:\Windows\System32\sppsvc.exe
ImageLoaded: C:\Windows\System32\taskschd.dll
FileVersion: 10.0.19041.3636 (WinBuild.160101.0800)
Description: Task Scheduler COM API
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: taskschd.dll
Hashes: SHA1=633C92F5A5000CDE3235C7FDC306B2B04C501C48,MD5=84F942C1A4BD60C94EBEC6643E0216C9,SHA256=BBE733452E6CE871D5D2064948847AAB2A71F7FEDA2C962BA4002F64E2D198F2,IMPHASH=B7A4477FA36E2E5287EE76AC4AFCB05B
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid
User: NT AUTHORITY\NETWORK SERVICE"
Information,04/01/2025 11:24:35,Microsoft-Windows-Sysmon,22,Dns query (rule: DnsQuery),"Dns query:
RuleName: -
UtcTime: 2025-01-04 11:23:48.746
ProcessGuid: {cc4d60af-cee3-6759-3f00-000000000900}
ProcessId: 3020
QueryName: ctldl.windowsupdate.com
QueryStatus: 0
QueryResults: type:  5 ctldl.windowsupdate.com.delivery.microsoft.com;type:  5 wu-b-net.trafficmanager.net;type:  5 edge.ds-c7110-microsoft.global.dns.qwilted-cds.cqloud.com;type:  5 default.qdr.p1.ds-c7110-microsoft.global.dns.qwilted-cds.cqloud.com;::ffff:91.80.49.21;::ffff:91.80.49.22;::ffff:91.80.49.86;::ffff:91.81.129.182;::ffff:91.80.49.85;
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\NETWORK SERVICE"
Information,04/01/2025 11:24:07,Microsoft-Windows-Sysmon,7,Image loaded (rule: ImageLoad),"Image loaded:
RuleName: technique_id=T1053,technique_name=Scheduled Task
UtcTime: 2025-01-04 11:24:07.360
ProcessGuid: {cc4d60af-1a52-6779-d447-000000000900}
ProcessId: 1892
Image: C:\Windows\System32\taskhostw.exe
ImageLoaded: C:\Windows\System32\taskschd.dll
FileVersion: 10.0.19041.3636 (WinBuild.160101.0800)
Description: Task Scheduler COM API
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: taskschd.dll
Hashes: SHA1=633C92F5A5000CDE3235C7FDC306B2B04C501C48,MD5=84F942C1A4BD60C94EBEC6643E0216C9,SHA256=BBE733452E6CE871D5D2064948847AAB2A71F7FEDA2C962BA4002F64E2D198F2,IMPHASH=B7A4477FA36E2E5287EE76AC4AFCB05B
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid
User: NT AUTHORITY\SYSTEM"
Information,04/01/2025 11:24:07,Microsoft-Windows-Sysmon,13,Registry value set (rule: RegistryEvent),"Registry value set:
RuleName: technique_id=T1053,technique_name=Scheduled Task
EventType: SetValue
UtcTime: 2025-01-04 11:24:07.376
ProcessGuid: {cc4d60af-cee0-6759-2800-000000000900}
ProcessId: 1748
Image: C:\Windows\system32\svchost.exe
TargetObject: HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tree\Microsoft\Windows\Flighting\OneSettings\RefreshCache\Index
Details: DWORD (0x00000003)
User: NT AUTHORITY\SYSTEM"
Information,04/01/2025 11:24:07,Microsoft-Windows-Sysmon,22,Dns query (rule: DnsQuery),"Dns query:
RuleName: -
UtcTime: 2025-01-04 11:23:21.016
ProcessGuid: {cc4d60af-1a52-6779-d447-000000000900}
ProcessId: 1892
QueryName: settings-win.data.microsoft.com
QueryStatus: 0
QueryResults: type:  5 atm-settingsfe-prod-geo2.trafficmanager.net;type:  5 settings-prod-weu-2.westeurope.cloudapp.azure.com;::ffff:20.73.194.208;
Image: C:\Windows\system32\taskhostw.exe
User: NT AUTHORITY\SYSTEM"
Information,04/01/2025 11:24:07,Microsoft-Windows-Sysmon,22,Dns query (rule: DnsQuery),"Dns query:
RuleName: -
UtcTime: 2025-01-04 11:23:20.500
ProcessGuid: {cc4d60af-1a52-6779-d447-000000000900}
ProcessId: 1892
QueryName: settings-win.data.microsoft.com
QueryStatus: 0
QueryResults: type:  5 atm-settingsfe-prod-geo2.trafficmanager.net;type:  5 settings-prod-weu-2.westeurope.cloudapp.azure.com;::ffff:20.73.194.208;
Image: C:\Windows\system32\taskhostw.exe
User: NT AUTHORITY\SYSTEM"
Information,04/01/2025 11:22:14,Microsoft-Windows-Sysmon,22,Dns query (rule: DnsQuery),"Dns query:
RuleName: -
UtcTime: 2025-01-04 11:21:28.214
ProcessGuid: {cc4d60af-e993-6759-6401-000000000900}
ProcessId: 7696
QueryName: 05f92d94213c960002166aefb55e3866.azr.footprintdns.com
QueryStatus: 0
QueryResults: type:  5 azperfmaptargets-prod.trafficmanager.net;type:  5 dxb20prdapp02-canary-opaph.netmon.azure.com;type:  5 dxb20prdapp02-canary-opaph.uaenorth.cloudapp.azure.com;::ffff:20.74.236.255;
Image: C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe
User: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:22:14,Microsoft-Windows-Sysmon,22,Dns query (rule: DnsQuery),"Dns query:
RuleName: -
UtcTime: 2025-01-04 11:21:28.003
ProcessGuid: {cc4d60af-e993-6759-6401-000000000900}
ProcessId: 7696
QueryName: s-ring.msedge.net
QueryStatus: 0
QueryResults: type:  5 s-ring.s-9999.s-msedge.net;type:  5 s-9999.s-msedge.net;::ffff:13.107.3.254;
Image: C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe
User: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:22:14,Microsoft-Windows-Sysmon,22,Dns query (rule: DnsQuery),"Dns query:
RuleName: -
UtcTime: 2025-01-04 11:21:27.806
ProcessGuid: {cc4d60af-e993-6759-6401-000000000900}
ProcessId: 7696
QueryName: bx-ring.msedge.net
QueryStatus: 0
QueryResults: type:  5 bx-ring.bx-9999.bx-msedge.net;type:  5 bx-9999.bx-msedge.net;::ffff:150.171.73.254;::ffff:150.171.74.254;
Image: C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe
User: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:22:12,Microsoft-Windows-Sysmon,7,Image loaded (rule: ImageLoad),"Image loaded:
RuleName: technique_id=T1055,technique_name=Process Injection
UtcTime: 2025-01-04 11:22:12.970
ProcessGuid: {cc4d60af-19e2-6779-d247-000000000900}
ProcessId: 7476
Image: C:\Windows\System32\mmc.exe
ImageLoaded: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\clrjit.dll
FileVersion: 4.8.9282.0 built by: NET481REL1LAST_C
Description: Microsoft .NET Runtime Just-In-Time Compiler
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: clrjit.dll
Hashes: SHA1=7A25AF21D2DDD330535A34A4210DB1CD2BA0AA94,MD5=3E39EF1226D09D39B1361F44FDDE2F3A,SHA256=300CD0FAAAB4664D43C72C3AEB0AA7332BB93B4268088407C1AE4D025D44EA7B,IMPHASH=F2AFE1578B0645F42EFCA5A3FB0CE765
Signed: true
Signature: Microsoft Corporation
SignatureStatus: Valid
User: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:22:12,Microsoft-Windows-Sysmon,22,Dns query (rule: DnsQuery),"Dns query:
RuleName: -
UtcTime: 2025-01-04 11:21:25.776
ProcessGuid: {cc4d60af-19e1-6779-cf47-000000000900}
ProcessId: 2532
QueryName: checkappexec.microsoft.com
QueryStatus: 0
QueryResults: type:  5 prod-atm-wds-apprep.trafficmanager.net;type:  5 prod-agic-we-1.westeurope.cloudapp.azure.com;::ffff:20.82.9.214;
Image: C:\Windows\System32\smartscreen.exe
User: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:22:11,Microsoft-Windows-Sysmon,7,Image loaded (rule: ImageLoad),"Image loaded:
RuleName: technique_id=T1055,technique_name=Process Injection
UtcTime: 2025-01-04 11:22:11.829
ProcessGuid: {cc4d60af-19e2-6779-d247-000000000900}
ProcessId: 7476
Image: C:\Windows\System32\mmc.exe
ImageLoaded: C:\Windows\assembly\NativeImages_v4.0.30319_64\mscorlib\9a860ac99a94a0422dc04d0dd9b0e341\mscorlib.ni.dll
FileVersion: 4.8.9282.0 built by: NET481REL1LAST_C
Description: Microsoft Common Language Runtime Class Library
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscorlib.dll
Hashes: SHA1=934A60242F1FC4864D74B276427E6DFC69F77F3E,MD5=762EB0F86A72D5DD9130DDC4849F03EF,SHA256=F2ED2622AB213A3A3D9702A8CCC0BE087B7D9308DD953F9C10D435599DC1800B,IMPHASH=00000000000000000000000000000000
Signed: true
Signature: Microsoft Corporation
SignatureStatus: Valid
User: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:22:11,Microsoft-Windows-Sysmon,7,Image loaded (rule: ImageLoad),"Image loaded:
RuleName: technique_id=T1055,technique_name=Process Injection
UtcTime: 2025-01-04 11:22:11.813
ProcessGuid: {cc4d60af-19e2-6779-d247-000000000900}
ProcessId: 7476
Image: C:\Windows\System32\mmc.exe
ImageLoaded: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\clr.dll
FileVersion: 4.8.9282.0 built by: NET481REL1LAST_C
Description: Microsoft .NET Runtime Common Language Runtime - WorkStation
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: clr.dll
Hashes: SHA1=B12C4496FBB3EC12B183E79E38EB456482F4D49C,MD5=1911979D17F27BADA24BD6A42F93D43F,SHA256=707564FC98C58247D088183731C2E5A0F51923D6D9A94646B0F2158EB5704DF4,IMPHASH=01E0958B232430E87E27DC8010111684
Signed: true
Signature: Microsoft Corporation
SignatureStatus: Valid
User: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:22:11,Microsoft-Windows-Sysmon,7,Image loaded (rule: ImageLoad),"Image loaded:
RuleName: technique_id=T1055,technique_name=Process Injection
UtcTime: 2025-01-04 11:22:11.813
ProcessGuid: {cc4d60af-19e2-6779-d247-000000000900}
ProcessId: 7476
Image: C:\Windows\System32\mmc.exe
ImageLoaded: C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscoreei.dll
FileVersion: 4.8.9093.0 built by: NET481REL1LAST_C
Description: Microsoft .NET Runtime Execution Engine
Product: Microsoft® .NET Framework
Company: Microsoft Corporation
OriginalFileName: mscoreei.dll
Hashes: SHA1=2186F29C0312A9BE5B9D08BD3A95DFC14A7BB0A4,MD5=89AB48AC59F9E5302E10A6A2ED5E9F9E,SHA256=791E1A6F0C1024B2AC8142F0D85B25A7510B57606EF2D903289BE76970ADE9DD,IMPHASH=BDAAD270BEE58C9A3A7622CD1CA3EF79
Signed: true
Signature: Microsoft Corporation
SignatureStatus: Valid
User: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:22:11,Microsoft-Windows-Sysmon,7,Image loaded (rule: ImageLoad),"Image loaded:
RuleName: technique_id=T1055,technique_name=Process Injection
UtcTime: 2025-01-04 11:22:11.813
ProcessGuid: {cc4d60af-19e2-6779-d247-000000000900}
ProcessId: 7476
Image: C:\Windows\System32\mmc.exe
ImageLoaded: C:\Windows\System32\mscoree.dll
FileVersion: 10.0.19041.1 (WinBuild.160101.0800)
Description: Microsoft .NET Runtime Execution Engine
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: mscoree.dll
Hashes: SHA1=CFEF8F0BA040939B87B74F101970A6BBEB5DA15F,MD5=D5971EF71DE1BDD46D537203ABFCC756,SHA256=8828DE042D008783BA5B31C82935A3ED38D5996927C3399B3E1FC6FE723FC84E,IMPHASH=65F23EFA1EB51A5DAAB399BFAA840074
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid
User: DESKTOP-Q6SIUBL\xxx"
Information,04/01/2025 11:22:11,Microsoft-Windows-Sysmon,7,Image loaded (rule: ImageLoad),"Image loaded:
RuleName: -
UtcTime: 2025-01-04 11:22:11.235
ProcessGuid: {cc4d60af-19e2-6779-d247-000000000900}
ProcessId: 7476
Image: C:\Windows\System32\mmc.exe
ImageLoaded: C:\Windows\System32\urlmon.dll
FileVersion: 11.00.19041.5072 (WinBuild.160101.0800)
Description: OLE32 Extensions for Win32
Product: Internet Explorer
Company: Microsoft Corporation
OriginalFileName: UrlMon.dll
Hashes: SHA1=1DB1F9F5C4E4A65FF74E1BA55027C756E01BC7E8,MD5=1B26A1939226185340ABCF4F112D52C5,SHA256=B5AC75AE86CAC11FE4063B271273B5E695824E2324A54C7E9A77BDE7BB6C6A88,IMPHASH=22019FF0DD6B140CC5C75C9E26641C22
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid
User: DESKTOP-Q6SIUBL\xxx"
